Station,Date,Time,latitude,longitude,PM2.5,PM10,CO,NO,NO2,NH3,O3,SO2
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,11:00:00,26.2682,73.0194,,82.27,0.31,,0.96,4.43,133.04,3.67
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,12:00:00,26.2682,73.0194,,81.61,0.32,,1.21,3.96,121.59,3.87
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,13:00:00,26.2682,73.0194,,88.06,0.35,,1.57,4.24,118.73,4.35
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,14:00:00,26.2682,73.0194,,96.18,0.37,,1.8,4.88,117.3,4.65
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,15:00:00,26.2682,73.0194,,103.48,0.39,,2.02,5.64,115.87,4.77
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,16:00:00,26.2682,73.0194,,109.93,0.4,,1.96,5.76,114.44,5.01
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,17:00:00,26.2682,73.0194,,112.24,0.39,,1.87,5.95,113.01,5.36
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,18:00:00,26.2682,73.0194,,108.87,0.36,,1.84,6.33,111.58,5.07
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,19:00:00,26.2682,73.0194,,103.88,0.32,,1.96,7.54,104.43,4.23
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,20:00:00,26.2682,73.0194,,105.18,0.31,,2.3,10.13,94.41,3.73
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,21:00:00,26.2682,73.0194,,116.29,0.31,,2.78,12.92,83.68,3.87
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,22:00:00,26.2682,73.0194,,132.49,0.35,,2.91,13.81,80.11,4.23
"Collectorate, Jodhpur, India",2022-02-02 00:00:00,23:00:00,26.2682,73.0194,,128.39,0.37,,2.3,11.78,85.12,4.11
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,00:00:00,26.2682,73.0194,,121.14,0.38,,1.75,10.13,92.98,3.99
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,01:00:00,26.2682,73.0194,,125.99,0.42,,1.91,9.5,97.27,4.47
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,02:00:00,26.2682,73.0194,,151.95,0.47,,2.89,9.75,94.41,6.02
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,03:00:00,26.2682,73.0194,,202.35,0.51,,3.64,10.01,90.12,8.11
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,04:00:00,26.2682,73.0194,,225.41,0.57,,3.0,10.13,100.14,10.85
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,05:00:00,26.2682,73.0194,,222.49,0.73,,2.43,10.64,117.3,11.09
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,06:00:00,26.2682,73.0194,,231.21,0.85,,1.84,9.12,140.19,11.44
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,07:00:00,26.2682,73.0194,,128.28,0.63,,0.82,4.69,141.62,8.23
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,08:00:00,26.2682,73.0194,,74.45,0.53,,0.62,4.02,140.19,5.84
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,09:00:00,26.2682,73.0194,,57.02,0.52,,0.59,3.42,141.62,5.19
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,10:00:00,26.2682,73.0194,,50.64,0.49,,0.61,2.6,140.19,4.65
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,11:00:00,26.2682,73.0194,,46.79,0.47,,0.77,2.25,135.9,4.23
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,12:00:00,26.2682,73.0194,,47.99,0.48,,1.04,2.47,137.33,4.41
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,13:00:00,26.2682,73.0194,,55.1,0.54,,2.14,3.77,134.47,5.6
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,14:00:00,26.2682,73.0194,,65.58,0.57,,2.85,5.38,131.61,6.56
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,15:00:00,26.2682,73.0194,,77.55,0.59,,3.28,6.59,127.32,7.03
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,16:00:00,26.2682,73.0194,,86.87,0.65,,4.83,8.99,115.87,7.99
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,17:00:00,26.2682,73.0194,,94.7,0.77,,7.38,12.29,100.14,8.94
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,18:00:00,26.2682,73.0194,,96.77,0.81,,9.11,13.55,87.26,8.11
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,19:00:00,26.2682,73.0194,,94.85,0.82,,10.2,16.09,75.1,7.15
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,20:00:00,26.2682,73.0194,,96.0,0.83,,10.93,23.05,65.09,8.34
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,21:00:00,26.2682,73.0194,,95.82,0.84,,11.2,31.16,59.37,9.78
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,22:00:00,26.2682,73.0194,,94.64,0.83,,10.84,39.01,54.36,10.13
"Collectorate, Jodhpur, India",2022-02-03 00:00:00,23:00:00,26.2682,73.0194,,94.16,0.81,,10.56,43.57,47.92,9.42
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,00:00:00,26.2682,73.0194,,96.09,0.8,,10.75,40.02,37.55,6.85
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,01:00:00,26.2682,73.0194,,101.41,0.85,,12.57,27.87,22.89,4.29
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,02:00:00,26.2682,73.0194,,109.79,0.99,,16.57,22.55,7.96,4.59
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,03:00:00,26.2682,73.0194,,114.2,1.07,,16.39,20.01,7.6,5.01
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,04:00:00,26.2682,73.0194,,103.7,0.82,,9.11,15.45,43.27,4.35
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,05:00:00,26.2682,73.0194,,97.81,0.73,,6.28,15.71,56.51,3.81
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,06:00:00,26.2682,73.0194,,90.51,0.69,,5.32,16.97,80.82,3.25
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,07:00:00,26.2682,73.0194,,45.0,0.36,,1.91,4.75,128.75,11.44
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,08:00:00,26.2682,73.0194,,53.05,0.32,,1.48,3.36,143.05,15.14
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,09:00:00,26.2682,73.0194,,64.12,0.31,,0.82,3.32,151.63,11.56
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,10:00:00,26.2682,73.0194,,77.65,0.31,,0.84,3.93,153.06,10.49
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,11:00:00,26.2682,73.0194,,88.19,0.33,,1.19,4.43,153.06,10.85
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,12:00:00,26.2682,73.0194,,98.65,0.34,,1.71,4.88,153.06,11.56
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,13:00:00,26.2682,73.0194,,104.23,0.39,,3.96,7.47,138.76,12.16
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,14:00:00,26.2682,73.0194,,107.35,0.46,,5.78,11.53,117.3,12.4
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,15:00:00,26.2682,73.0194,,110.73,0.5,,7.01,14.69,101.57,12.04
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,16:00:00,26.2682,73.0194,,116.09,0.57,,9.2,18.24,82.25,12.04
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,17:00:00,26.2682,73.0194,,127.7,0.69,,12.02,23.56,62.94,13.47
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,18:00:00,26.2682,73.0194,,138.65,0.79,,14.57,30.15,46.49,14.9
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,19:00:00,26.2682,73.0194,,141.98,0.83,,16.57,39.01,36.84,15.74
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,20:00:00,26.2682,73.0194,,141.55,0.89,,19.31,47.62,30.04,17.64
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,21:00:00,26.2682,73.0194,,139.86,0.99,,22.58,52.69,25.03,19.31
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,22:00:00,26.2682,73.0194,,131.59,0.97,,22.95,54.21,21.28,17.88
"Collectorate, Jodhpur, India",2022-02-04 00:00:00,23:00:00,26.2682,73.0194,,125.41,0.91,,21.86,56.24,17.52,15.02
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,00:00:00,26.2682,73.0194,,125.39,0.89,,21.31,54.72,13.23,11.68
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,01:00:00,26.2682,73.0194,,129.26,0.88,,19.31,38.0,10.28,8.34
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,02:00:00,26.2682,73.0194,,139.22,0.93,,20.03,30.4,5.5,7.51
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,03:00:00,26.2682,73.0194,,144.47,0.93,,18.03,25.59,10.01,6.91
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,04:00:00,26.2682,73.0194,,141.22,0.69,,10.38,18.75,40.77,5.36
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,05:00:00,26.2682,73.0194,,130.14,0.58,,7.56,15.71,51.5,4.17
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,06:00:00,26.2682,73.0194,,118.82,0.51,,6.01,13.43,71.53,3.78
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,07:00:00,26.2682,73.0194,,146.93,0.34,,1.39,5.51,131.61,4.59
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,08:00:00,26.2682,73.0194,,148.12,0.31,,0.84,4.31,137.33,4.23
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,09:00:00,26.2682,73.0194,,153.91,0.3,,0.75,4.02,137.33,3.99
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,10:00:00,26.2682,73.0194,,165.21,0.3,,1.0,4.31,133.04,3.93
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,11:00:00,26.2682,73.0194,,171.95,0.3,,1.64,5.13,127.32,3.99
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,12:00:00,26.2682,73.0194,,171.95,0.31,,2.55,5.89,120.16,3.87
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,13:00:00,26.2682,73.0194,,172.55,0.42,,7.47,11.15,94.41,5.25
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,14:00:00,26.2682,73.0194,,173.22,0.55,,11.65,17.48,66.52,7.15
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,15:00:00,26.2682,73.0194,,170.71,0.63,,13.84,22.55,48.64,8.34
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,16:00:00,26.2682,73.0194,,164.65,0.71,,16.03,25.59,35.05,8.82
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,17:00:00,26.2682,73.0194,,160.5,0.77,,18.03,25.33,22.89,8.82
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,18:00:00,26.2682,73.0194,,155.59,0.83,,19.49,23.81,13.05,8.11
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,19:00:00,26.2682,73.0194,,147.34,0.79,,18.94,21.79,7.6,6.14
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,20:00:00,26.2682,73.0194,,136.61,0.69,,16.94,21.28,5.99,3.87
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,21:00:00,26.2682,73.0194,,127.95,0.6,,14.75,21.53,5.23,2.5
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,22:00:00,26.2682,73.0194,,121.2,0.56,,13.12,21.79,4.74,2.0
"Collectorate, Jodhpur, India",2022-02-05 00:00:00,23:00:00,26.2682,73.0194,,113.04,0.55,,11.84,21.03,4.43,1.77
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,00:00:00,26.2682,73.0194,,103.08,0.55,,11.02,20.27,3.93,1.67
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,01:00:00,26.2682,73.0194,,96.39,0.61,,11.38,19.76,2.17,2.12
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,02:00:00,26.2682,73.0194,,97.92,0.76,,12.57,20.01,0.34,3.31
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,03:00:00,26.2682,73.0194,,100.09,0.91,,13.12,19.51,2.91,4.17
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,04:00:00,26.2682,73.0194,,88.53,0.63,,9.2,14.19,30.76,4.53
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,05:00:00,26.2682,73.0194,,88.6,0.58,,7.47,13.43,48.64,4.77
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,06:00:00,26.2682,73.0194,,87.16,0.55,,6.56,12.67,74.39,5.36
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,07:00:00,26.2682,73.0194,,71.19,0.35,,1.38,2.56,151.63,26.94
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,08:00:00,26.2682,73.0194,,69.77,0.32,,0.77,1.77,155.93,23.6
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,09:00:00,26.2682,73.0194,,71.12,0.31,,0.67,1.68,155.93,21.46
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,10:00:00,26.2682,73.0194,,76.25,0.32,,0.75,1.93,160.22,21.93
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,11:00:00,26.2682,73.0194,,83.65,0.34,,1.09,2.56,167.37,25.03
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,12:00:00,26.2682,73.0194,,85.13,0.36,,1.53,3.39,167.37,25.51
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,13:00:00,26.2682,73.0194,,85.03,0.37,,2.34,4.69,157.36,26.23
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,14:00:00,26.2682,73.0194,,88.59,0.38,,3.0,6.65,145.91,27.42
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,15:00:00,26.2682,73.0194,,89.63,0.39,,3.23,8.23,135.9,24.8
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,16:00:00,26.2682,73.0194,,83.37,0.38,,3.23,9.37,125.89,18.6
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,17:00:00,26.2682,73.0194,,73.7,0.36,,2.96,9.88,114.44,12.16
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,18:00:00,26.2682,73.0194,,66.02,0.32,,2.53,9.75,104.43,7.21
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,19:00:00,26.2682,73.0194,,61.89,0.3,,2.3,9.88,97.27,4.23
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,20:00:00,26.2682,73.0194,,60.43,0.3,,2.53,11.15,87.26,3.1
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,21:00:00,26.2682,73.0194,,60.52,0.3,,2.71,12.41,80.11,2.59
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,22:00:00,26.2682,73.0194,,61.3,0.31,,3.14,14.06,70.1,2.26
"Collectorate, Jodhpur, India",2022-02-06 00:00:00,23:00:00,26.2682,73.0194,,62.73,0.32,,3.83,15.83,58.65,2.12
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,00:00:00,26.2682,73.0194,,64.91,0.35,,4.78,17.48,48.64,2.21
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,01:00:00,26.2682,73.0194,,70.02,0.42,,7.1,19.0,37.91,3.1
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,02:00:00,26.2682,73.0194,,78.54,0.57,,12.02,20.52,23.96,4.53
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,03:00:00,26.2682,73.0194,,83.29,0.67,,14.39,20.52,17.88,5.01
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,04:00:00,26.2682,73.0194,,79.55,0.6,,9.47,18.24,29.68,4.59
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,05:00:00,26.2682,73.0194,,77.8,0.56,,7.2,17.23,41.13,4.71
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,06:00:00,26.2682,73.0194,,76.61,0.47,,5.37,15.96,69.38,4.59
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,07:00:00,26.2682,73.0194,,57.1,0.28,,1.01,6.08,114.44,7.99
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,08:00:00,26.2682,73.0194,,56.23,0.27,,0.67,4.56,124.45,8.11
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,09:00:00,26.2682,73.0194,,58.88,0.27,,0.69,4.37,130.18,8.23
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,10:00:00,26.2682,73.0194,,63.33,0.28,,0.75,4.18,133.04,8.11
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,11:00:00,26.2682,73.0194,,68.64,0.28,,0.98,4.12,134.47,7.87
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,12:00:00,26.2682,73.0194,,72.93,0.28,,1.33,4.12,133.04,7.99
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,13:00:00,26.2682,73.0194,,79.56,0.4,,5.46,8.11,111.58,9.06
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,14:00:00,26.2682,73.0194,,89.57,0.55,,8.92,13.55,88.69,10.37
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,15:00:00,26.2682,73.0194,,97.67,0.62,,9.56,16.72,78.68,10.49
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,16:00:00,26.2682,73.0194,,106.56,0.69,,10.56,19.76,69.38,10.73
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,17:00:00,26.2682,73.0194,,116.39,0.8,,12.2,22.29,55.79,10.73
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,18:00:00,26.2682,73.0194,,122.29,0.84,,13.3,22.8,43.27,9.42
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,19:00:00,26.2682,73.0194,,123.68,0.8,,13.48,27.36,35.76,8.7
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,20:00:00,26.2682,73.0194,,128.71,0.81,,14.39,36.98,32.54,10.61
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,21:00:00,26.2682,73.0194,,135.74,0.87,,16.57,45.09,28.61,12.76
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,22:00:00,26.2682,73.0194,,140.78,0.92,,18.76,50.66,23.96,13.83
"Collectorate, Jodhpur, India",2022-02-07 00:00:00,23:00:00,26.2682,73.0194,,143.36,0.96,,21.13,57.25,17.7,13.71
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,00:00:00,26.2682,73.0194,,139.43,0.97,,22.4,58.77,10.28,10.85
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,01:00:00,26.2682,73.0194,,84.78,0.5,,8.19,15.96,22.35,2.21
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,02:00:00,26.2682,73.0194,,88.58,0.56,,10.38,15.83,17.35,2.95
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,03:00:00,26.2682,73.0194,,92.33,0.61,,11.84,15.71,15.38,3.49
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,04:00:00,26.2682,73.0194,,92.91,0.63,,8.92,15.45,24.32,3.82
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,05:00:00,26.2682,73.0194,,95.31,0.67,,8.56,15.96,32.19,4.53
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,06:00:00,26.2682,73.0194,,104.13,0.73,,9.66,16.09,52.93,5.96
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,07:00:00,26.2682,73.0194,,91.21,0.41,,2.87,6.71,121.59,11.8
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,08:00:00,26.2682,73.0194,,85.12,0.34,,1.25,4.75,130.18,11.8
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,09:00:00,26.2682,73.0194,,82.87,0.32,,0.91,4.12,127.32,10.25
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,10:00:00,26.2682,73.0194,,77.09,0.29,,0.74,3.77,120.16,8.11
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,11:00:00,26.2682,73.0194,,68.71,0.28,,0.73,3.55,115.87,6.08
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,12:00:00,26.2682,73.0194,,63.31,0.27,,0.84,3.61,115.87,4.89
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,13:00:00,26.2682,73.0194,,64.3,0.3,,1.66,4.88,113.01,4.83
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,14:00:00,26.2682,73.0194,,67.43,0.32,,1.96,6.71,107.29,4.47
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,15:00:00,26.2682,73.0194,,67.64,0.32,,2.07,8.04,101.57,3.64
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,16:00:00,26.2682,73.0194,,67.04,0.32,,2.39,8.23,98.71,3.43
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,17:00:00,26.2682,73.0194,,67.73,0.32,,2.48,7.47,95.84,3.16
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,18:00:00,26.2682,73.0194,,67.99,0.31,,2.3,7.03,94.41,2.74
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,19:00:00,26.2682,73.0194,,75.07,0.33,,1.82,6.71,92.98,2.24
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,20:00:00,26.2682,73.0194,,93.39,0.4,,1.37,6.4,103.0,3.22
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,21:00:00,26.2682,73.0194,,130.07,0.51,,0.99,4.37,118.73,6.68
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,22:00:00,26.2682,73.0194,,131.99,0.56,,0.8,2.69,130.18,7.09
"Collectorate, Jodhpur, India",2022-02-08 00:00:00,23:00:00,26.2682,73.0194,,108.12,0.54,,0.79,2.47,130.18,5.36
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,00:00:00,26.2682,73.0194,,90.02,0.51,,0.94,2.47,127.32,4.47
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,01:00:00,26.2682,73.0194,,83.66,0.51,,1.34,2.88,123.02,4.23
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,02:00:00,26.2682,73.0194,,84.75,0.52,,2.27,3.48,117.3,4.41
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,03:00:00,26.2682,73.0194,,90.08,0.55,,3.6,3.99,111.58,4.71
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,04:00:00,26.2682,73.0194,,96.48,0.58,,4.14,4.56,108.72,5.19
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,05:00:00,26.2682,73.0194,,100.57,0.58,,3.42,5.0,114.44,5.36
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,06:00:00,26.2682,73.0194,,100.97,0.55,,2.23,4.94,128.75,5.54
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,07:00:00,26.2682,73.0194,,74.6,0.49,,0.89,2.95,143.05,4.77
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,08:00:00,26.2682,73.0194,,67.01,0.46,,0.58,2.12,143.05,4.71
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,09:00:00,26.2682,73.0194,,72.12,0.44,,0.55,1.92,143.05,5.31
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,10:00:00,26.2682,73.0194,,72.29,0.42,,0.57,1.68,143.05,5.6
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,11:00:00,26.2682,73.0194,,62.53,0.39,,0.73,1.49,141.62,5.19
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,12:00:00,26.2682,73.0194,,54.64,0.38,,1.0,1.43,138.76,4.95
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,13:00:00,26.2682,73.0194,,52.39,0.39,,1.64,1.93,135.9,5.19
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,14:00:00,26.2682,73.0194,,55.86,0.41,,2.14,2.95,133.04,5.48
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,15:00:00,26.2682,73.0194,,62.91,0.44,,2.21,3.71,135.9,6.26
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,16:00:00,26.2682,73.0194,,71.46,0.47,,2.27,4.75,137.33,6.97
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,17:00:00,26.2682,73.0194,,78.96,0.5,,2.53,6.27,133.04,6.86
"Collectorate, Jodhpur, India",2022-02-09 00:00:00,18:00:00,26.2682,73.0194,,86.17,0.52,,2.71,6.97,128.75,6.91
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,00:00:00,10.5324,76.2159,,13.9,0.42,,2.66,0.51,51.5,6.5
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,01:00:00,10.5324,76.2159,,15.34,0.42,,2.75,0.56,50.78,6.74
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,02:00:00,10.5324,76.2159,,14.47,0.41,,2.75,0.67,52.93,6.26
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,03:00:00,10.5324,76.2159,,13.03,0.4,,2.41,0.72,57.94,5.42
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,04:00:00,10.5324,76.2159,,10.84,0.39,,1.71,0.71,67.95,4.29
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,05:00:00,10.5324,76.2159,,8.78,0.38,,1.22,0.75,77.96,3.49
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,06:00:00,10.5324,76.2159,,7.73,0.37,,0.96,0.83,83.68,3.13
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,07:00:00,10.5324,76.2159,,6.97,0.36,,0.79,0.76,84.4,2.74
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,08:00:00,10.5324,76.2159,,6.4,0.35,,0.75,0.74,83.68,2.53
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,09:00:00,10.5324,76.2159,,6.33,0.35,,0.83,0.79,86.55,2.65
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,10:00:00,10.5324,76.2159,,6.99,0.36,,1.17,0.99,87.98,3.13
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,11:00:00,10.5324,76.2159,,7.87,0.38,,1.77,1.3,85.83,3.7
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,12:00:00,10.5324,76.2159,,8.39,0.4,,2.59,1.58,80.82,4.35
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,13:00:00,10.5324,76.2159,,8.9,0.42,,3.05,1.77,75.82,4.83
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,14:00:00,10.5324,76.2159,,9.26,0.42,,2.89,1.99,74.39,4.29
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,15:00:00,10.5324,76.2159,,9.68,0.42,,2.55,2.18,75.1,3.37
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,16:00:00,10.5324,76.2159,,10.84,0.4,,2.3,1.98,77.25,3.01
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,17:00:00,10.5324,76.2159,,13.9,0.4,,2.37,1.57,79.39,3.99
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,18:00:00,10.5324,76.2159,,17.25,0.4,,2.5,1.2,77.96,5.36
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,19:00:00,10.5324,76.2159,,19.14,0.41,,2.5,0.9,75.82,6.08
