date,pm2_5,pm10,co,no,no2,nh3,o3,so2,Station
2022-06-30,55.276250000000005,67.39999999999999,1229.4458333333334,10.4525,63.5325,8.178749999999999,2.6016666666666666,104.32833333333332,Delhi
2022-07-01,165.05,195.22080000000005,2470.5512,37.9904,94.154,11.2588,11.806400000000002,123.214,Delhi
2022-07-02,78.05291666666666,90.02999999999999,1145.1633333333332,4.997083333333333,33.645,8.959166666666667,90.30916666666668,37.05375,Delhi
2022-07-03,122.46625,152.78708333333333,2260.0091666666667,25.455416666666665,55.84333333333333,15.474166666666669,31.11708333333333,54.12125,Delhi
2022-07-04,266.07375,334.9245833333333,3846.882916666667,35.19083333333334,110.53,30.625,58.14416666666667,128.64708333333334,Delhi
2022-07-05,96.46916666666668,111.38208333333334,1277.84375,1.1975,49.16708333333333,10.919583333333334,97.31291666666668,69.41916666666667,Delhi
2022-07-06,67.5625,85.2375,1281.1816666666666,0.7716666666666666,50.66625,11.368333333333334,69.365,64.37333333333333,Delhi
2022-07-07,57.59333333333333,75.47958333333334,1102.6066666666668,1.8975,47.66833333333333,14.195833333333333,51.33041666666667,63.69708333333333,Delhi
2022-07-08,93.87666666666668,118.14291666666666,1372.1379166666666,3.937083333333333,48.84583333333333,19.4425,94.43541666666664,58.94875,Delhi
2022-07-09,58.959583333333335,66.3325,876.7441666666667,0.44625,37.24916666666667,7.499583333333334,50.53708333333333,52.86875,Delhi
2022-07-10,96.77,114.69291666666668,1290.9183333333333,4.26875,59.32083333333333,9.072916666666666,37.47708333333333,79.69166666666666,Delhi
2022-07-11,353.1725,408.6491666666666,3677.20875,10.17875,114.35625,24.1875,136.28583333333333,133.13833333333335,Delhi
2022-07-12,161.33124999999998,197.22541666666663,2171.835,16.947916666666668,89.83791666666667,17.03625,60.58625,122.30833333333334,Delhi
2022-07-13,103.5475,130.16458333333333,1463.37375,2.85875,53.25958333333333,13.302916666666668,87.06875000000001,75.57916666666667,Delhi
2022-07-14,75.43958333333333,96.8425,1298.7058333333332,4.959583333333334,61.23333333333333,13.156666666666666,37.39958333333333,87.54,Delhi
2022-07-15,66.60541666666667,86.12041666666666,1198.8479166666666,1.9025,47.89541666666667,13.917083333333332,66.49666666666667,58.07541666666666,Delhi
2022-07-16,81.33666666666666,97.49375,1235.2858333333334,3.81,56.20708333333334,10.064583333333331,48.51499999999999,76.90958333333333,Delhi
2022-07-17,96.11791666666666,122.7725,1568.2379166666667,7.53,53.09458333333333,9.779583333333331,44.91583333333333,60.71666666666667,Delhi
2022-07-18,205.49625,253.34708333333333,2734.820416666667,23.75125,77.085,20.224166666666665,104.56958333333334,106.43416666666668,Delhi
2022-07-19,234.7458333333333,268.8066666666667,2481.14375,7.567916666666666,97.60666666666668,12.977916666666667,80.39708333333333,108.69875,Delhi
2022-07-20,112.29,119.87,934.6,0.0,47.98,2.88,54.36,78.2,Delhi
2022-07-21,,,,,,,,,Delhi
